The Cheaper Cab - CABS,https://www.codechef.com/problems/CABS
,
Who is taller! - TALLER,https://www.codechef.com/problems/TALLER
,
Email Reminders - EMAILREM,https://www.codechef.com/problems/EMAILREM
,
Volume Control - VOLCONTROL,https://www.codechef.com/problems/VOLCONTROL
,
Credit score - CREDSCORE,https://www.codechef.com/problems/CREDSCORE
,
Minimum Cars required - MINCARS,https://www.codechef.com/problems/MINCARS
,
Water Requirement - WATERREQ,https://www.codechef.com/problems/WATERREQ
,
World Chess Championship - WCC,https://www.codechef.com/problems/WCC
,
Pair Me - SUMPOS,https://www.codechef.com/problems/SUMPOS
,
Hard Cash - CASH,https://www.codechef.com/problems/CASH
,
Janmansh and Coins - JCOINS,https://www.codechef.com/problems/JCOINS
,
Chef and Water Bottles - CHEFBOTTLE,https://www.codechef.com/problems/CHEFBOTTLE
,
Chef and Chocolates - CHEFCHOCO,https://www.codechef.com/problems/CHEFCHOCO
,
The Two Dishes - MAX_DIFF,https://www.codechef.com/problems/MAX_DIFF
,
Even Sum - EVENGAME,https://www.codechef.com/problems/EVENGAME
,
Monthly Budget - BUDGET_,https://www.codechef.com/problems/BUDGET_
,
Chef and Chapters - SEMCOURSES,https://www.codechef.com/problems/SEMCOURSES
,
Weight Balance - WEIGHTBL,https://www.codechef.com/problems/WEIGHTBL
,
Roller Coaster - MINHEIGHT,https://www.codechef.com/problems/MINHEIGHT
,
Bitwise Tuples - BITTUP,https://www.codechef.com/problems/BITTUP
,
Presents for Cheffina - PRESENTS,https://www.codechef.com/problems/PRESENTS
,
Lunchtime - LTIME,https://www.codechef.com/problems/LTIME
,
Obtain the Sum - BIGARRAY,https://www.codechef.com/problems/BIGARRAY
,
Chef and Bulb Invention - CHFINVNT,https://www.codechef.com/problems/CHFINVNT
,
Cache Hits - CACHEHIT,https://www.codechef.com/problems/CACHEHIT
,
Course Registration - COURSEREG,https://www.codechef.com/problems/COURSEREG
,
Dividing Stamps - DIVIDING,https://www.codechef.com/problems/DIVIDING
,
Akash and Function - CHFDBT,https://www.codechef.com/problems/CHFDBT
,
Expiring Bread - EXPIRY,https://www.codechef.com/problems/EXPIRY
,
Two Numbers - TWONMS,https://www.codechef.com/problems/TWONMS
,
Police and Thief - POLTHIEF,https://www.codechef.com/problems/POLTHIEF
,
CRED Coins - CREDCOINS,https://www.codechef.com/problems/CREDCOINS
,
Minimum number of coins - MINCOINS,https://www.codechef.com/problems/MINCOINS
,
From heaven to earth - ELEVSTRS,https://www.codechef.com/problems/ELEVSTRS
,
Chef and Difficult Contests - CHFTIRED,https://www.codechef.com/problems/CHFTIRED
,
Peaceful Party - MAYOR_PARTY,https://www.codechef.com/problems/MAYOR_PARTY
,
Janmansh at Fruit Market - JMARKET,https://www.codechef.com/problems/JMARKET
,
Dark Light - DARLIG,https://www.codechef.com/problems/DARLIG
,
Circular Track - LOOP,https://www.codechef.com/problems/LOOP
,
Janmansh and Games - JGAMES,https://www.codechef.com/problems/JGAMES
,
Ciel and Receipt - CIELRCPT,https://www.codechef.com/problems/CIELRCPT
,
Maximum Weight Difference - MAXDIFF,https://www.codechef.com/problems/MAXDIFF
,
Fair Elections - FAIRELCT,https://www.codechef.com/problems/FAIRELCT
,
Sell All the Cars - CARSELL,https://www.codechef.com/problems/CARSELL
,
Chef and Rectangle Genome - GERALD09,https://www.codechef.com/problems/GERALD09
,
Chopsticks - TACHSTCK,https://www.codechef.com/problems/TACHSTCK
,
Interesting XOR! - IRSTXOR,https://www.codechef.com/problems/IRSTXOR
,
School of Geometry - SNUG_FIT,https://www.codechef.com/problems/SNUG_FIT
,
Hard Cash - CASH,https://www.codechef.com/problems/CASH
,
Sticks - STICKS,https://www.codechef.com/problems/STICKS
,
Round Robin Ranks  - RRR,https://www.codechef.com/problems/RRR
,
Chocolate Monger - CM164364,https://www.codechef.com/problems/CM164364
,
Chef and Spells - CHFSPL,https://www.codechef.com/problems/CHFSPL
,
String protocol - STRP,https://www.codechef.com/problems/STRP
,
Janmansh at Fruit Market - JMARKET,https://www.codechef.com/problems/JMARKET
,
Max Mex - MEX,https://www.codechef.com/problems/MEX
,
Chef in Fantasy League - FFL,https://www.codechef.com/problems/FFL
,
Mix the Colors - MIXCOLOR,https://www.codechef.com/problems/MIXCOLOR
,
Mario and Bullet - BULLET,https://www.codechef.com/problems/BULLET
,
Bomb the base - BOMBTHEBASE,https://www.codechef.com/problems/BOMBTHEBASE
,
Maximum Number Of Distinct Elements - MAXDISTKT,https://www.codechef.com/problems/MAXDISTKT
,
Maximise the Subsequence Sum - SIGNFLIP,https://www.codechef.com/problems/SIGNFLIP
,
Chef and Work - CHEFNWRK,https://www.codechef.com/problems/CHEFNWRK
,
"Snakes, Mongooses and the Ultimate Election - SNELECT",https://www.codechef.com/problems/SNELECT
,
Doctor Chef - DRCHEF,https://www.codechef.com/problems/DRCHEF
,
Lazy Salesman - HOLIDAYS,https://www.codechef.com/problems/HOLIDAYS
,
Change It - CHNGIT,https://www.codechef.com/problems/CHNGIT
,
Gift Shop and Coupon - GFTSHP,https://www.codechef.com/problems/GFTSHP
,
Split the Str Ing - SPLITIT,https://www.codechef.com/problems/SPLITIT
,
"Iron, Magnet and Wall - FEMA2",https://www.codechef.com/problems/FEMA2
,
Polygon Relationship - POLYREL,https://www.codechef.com/problems/POLYREL
,
Chef and Eid - EID,https://www.codechef.com/problems/EID
,
Suraj goes shopping - ANUBTG,https://www.codechef.com/problems/ANUBTG
,
Maximum Light Up - DIWALI1,https://www.codechef.com/problems/DIWALI1
,
One Dimensional Kingdoms - ONEKING,https://www.codechef.com/problems/ONEKING
,
Chef and the stones - CHEFST,https://www.codechef.com/problems/CHEFST
,
The Theatre Problem - THEATRE,https://www.codechef.com/problems/THEATRE
,
Remove One Element - REMONE,https://www.codechef.com/problems/REMONE
,
Maximum Candies - CHECHOC,https://www.codechef.com/problems/CHECHOC
,
Gravity Guy - GRGUY,https://www.codechef.com/problems/GRGUY
,
Art of Balance - ARTBALAN,https://www.codechef.com/problems/ARTBALAN
,
Jumping in the hills - HILLS,https://www.codechef.com/problems/HILLS
,
Magical Girl and Colored Liquid Potions - PRPOTION,https://www.codechef.com/problems/PRPOTION
,
B - Valentine Couples - VCOUPLE,https://www.codechef.com/problems/VCOUPLE
,
Tree House - THOUSES,https://www.codechef.com/problems/THOUSES
,
Let us play with rank list - RANKLIST,https://www.codechef.com/problems/RANKLIST
,
Winning Strategy - TOWIN,https://www.codechef.com/problems/TOWIN
,
IPC Trainers - IPCTRAIN,https://www.codechef.com/problems/IPCTRAIN
,
Ada King - ADAKNG,https://www.codechef.com/problems/ADAKNG
,
Good Prefix - PRFXGD,https://www.codechef.com/problems/PRFXGD
,
Chef and Sign Sequences - CHEFSIGN,https://www.codechef.com/problems/CHEFSIGN
,
Bon Appetit - FGFS,https://www.codechef.com/problems/FGFS
,
Akhil And Colored Balls - ACBALL,https://www.codechef.com/problems/ACBALL
,
Code Crazy Minions - NOCODING,https://www.codechef.com/problems/NOCODING
,
Survive in ChocoLand - SURVIVE,https://www.codechef.com/problems/SURVIVE
,
Bear and Row 01 - ROWSOLD,https://www.codechef.com/problems/ROWSOLD
,
Chain of Doughnuts - DONUTS,https://www.codechef.com/problems/DONUTS
,
Let us construct palindrome - PRPALN,https://www.codechef.com/problems/PRPALN
,
Sereja and Sorting 2 - SEASORT2,https://www.codechef.com/problems/SEASORT2
,
Delivery Man - TADELIVE,https://www.codechef.com/problems/TADELIVE
,
Maximum AND - MAXAND18,https://www.codechef.com/problems/MAXAND18
,
Little Elephant and Music - LEMUSIC,https://www.codechef.com/problems/LEMUSIC
,
Many Chefs - MANYCHEF,https://www.codechef.com/problems/MANYCHEF
,
Help Nishant - HLPNISHANT,https://www.codechef.com/problems/HLPNISHANT
,
Same Parity Swaps in Binary Strings - MAX01EVSWP,https://www.codechef.com/problems/MAX01EVSWP
,
Chef and Making Triples - CHMKTRPS,https://www.codechef.com/problems/CHMKTRPS
,
Mahesh and his lost array - ANUMLA,https://www.codechef.com/problems/ANUMLA
,
Chefland and Electricity - CHEFELEC,https://www.codechef.com/problems/CHEFELEC
,
Convert the String - CONVSTR,https://www.codechef.com/problems/CONVSTR
,
Cleaning Tables - CLETAB,https://www.codechef.com/problems/CLETAB
,
Team Formation - TEAMFOR,https://www.codechef.com/problems/TEAMFOR
,
Clear the Array - CLEARARR,https://www.codechef.com/problems/CLEARARR
,
Buddy NIM - BUDDYNIM,https://www.codechef.com/problems/BUDDYNIM
,
Magical Candy Store - CNDYGAME,https://www.codechef.com/problems/CNDYGAME
,
Art in Digital Age - SMPAINT,https://www.codechef.com/problems/SMPAINT
,
Scheduling jobs on a cluster - CLUSSCHE,https://www.codechef.com/problems/CLUSSCHE
,
Chef and Time Machine - CHEFTMA,https://www.codechef.com/problems/CHEFTMA
,
Byteland Tours - TOURBUS,https://www.codechef.com/problems/TOURBUS
,
Snakes and their coup against The mongoose - SNCOUP,https://www.codechef.com/problems/SNCOUP
,
Gasoline - GASOLINE,https://www.codechef.com/problems/GASOLINE
,
Sleep Cycle - SLPCYCLE,https://www.codechef.com/problems/SLPCYCLE
,
Chef and a great voluntary Program - CHEFGP,https://www.codechef.com/problems/CHEFGP
,
Meet In The Median - SUBMEDIA,https://www.codechef.com/problems/SUBMEDIA
,
Chef and Ants - ANTSCHEF,https://www.codechef.com/problems/ANTSCHEF
,
Beautiful Array - BTAR,https://www.codechef.com/problems/BTAR
,
Magical Flips - CRDFLP,https://www.codechef.com/problems/CRDFLP
,
Planting Trees - DEADEND,https://www.codechef.com/problems/DEADEND
,
Fast Food - FASTFOOD,https://www.codechef.com/problems/FASTFOOD
,
K-good Words - KGOOD,https://www.codechef.com/problems/KGOOD
,
D-Or - DOR,https://www.codechef.com/problems/DOR
,
Stone Game - STNGAME,https://www.codechef.com/problems/STNGAME
,
Sereja and Shuffling - SEASHUF,https://www.codechef.com/problems/SEASHUF
,
Malvika conducts a Programming Camp - CHN05,https://www.codechef.com/problems/CHN05
,
Minimum Subtree Cover - SUBTRCOV,https://www.codechef.com/problems/SUBTRCOV
,
Binary Concatenation  - BINFUN,https://www.codechef.com/problems/BINFUN
,
Sereja and Functions (Challenge) - SEAFUNC,https://www.codechef.com/problems/SEAFUNC
,
Chef and Job and Rest - CHEFJR,https://www.codechef.com/problems/CHEFJR
,
Little Elephant and Order - LUCKY10,https://www.codechef.com/problems/LUCKY10
,
Training Plans - TRAINPLN,https://www.codechef.com/problems/TRAINPLN
,
Alien Invasion  - ALIENIN,https://www.codechef.com/problems/ALIENIN
,
Minimum Sum - MINARRS,https://www.codechef.com/problems/MINARRS
,
Double Burgers - BURGER,https://www.codechef.com/problems/BURGER
,
Painting - PNTNG,https://www.codechef.com/problems/PNTNG
,
Swapping to Palindrome - SWAPPALI,https://www.codechef.com/problems/SWAPPALI
,
Chefina and Ranges - CHFRAN,https://www.codechef.com/problems/CHFRAN
,
Chef and Dragon Dens - DRGNDEN,https://www.codechef.com/problems/DRGNDEN
,
Doom Bakes Cakes - CAKEDOOM,https://www.codechef.com/problems/CAKEDOOM
,
Chef and Rotation - RECNDROT,https://www.codechef.com/problems/RECNDROT
,
Lumpy - The Bus Driver - LUMPYBUS,https://www.codechef.com/problems/LUMPYBUS
,
Subsequence Frequency Counting - SUBSFREQ,https://www.codechef.com/problems/SUBSFREQ
,
Chef and Line - CARRAY,https://www.codechef.com/problems/CARRAY
,
Bulbs and Wires - BULBS,https://www.codechef.com/problems/BULBS
,
Devu and his Class - DEVCLASS,https://www.codechef.com/problems/DEVCLASS
,
Binary Nim - BINIM,https://www.codechef.com/problems/BINIM
,
Binary Nim 2 - BINIM2,https://www.codechef.com/problems/BINIM2
,
Tree Permutations - TREEPERM,https://www.codechef.com/problems/TREEPERM
,
Knapsack Problem - KNPSK,https://www.codechef.com/problems/KNPSK
,
Tree Game - TREEGAME,https://www.codechef.com/problems/TREEGAME
,
International Day of Yoga - RAMDEV,https://www.codechef.com/problems/RAMDEV
,
Tree Distances - TDISTS,https://www.codechef.com/problems/TDISTS
,
Chef and Subtree MEXs - SUBMEXS,https://www.codechef.com/problems/SUBMEXS
,
Friend Groups In A Line - FRIENDGR,https://www.codechef.com/problems/FRIENDGR
,
Mayhem Again - MARLA,https://www.codechef.com/problems/MARLA
,
Chef and Destruction - DESTROY,https://www.codechef.com/problems/DESTROY
,
Secret Machine Mania - GCD_LCM,https://www.codechef.com/problems/GCD_LCM
,
Protecting The Poison - PROTEPOI,https://www.codechef.com/problems/PROTEPOI
,
C - Mission Gotham - GOTHAM,https://www.codechef.com/problems/GOTHAM
,
Sticky Notes - STICNOT,https://www.codechef.com/problems/STICNOT
,
Devu and decorating birthday cake - REARRSTR,https://www.codechef.com/problems/REARRSTR
,
Median Rearrangement - MEDMAX,https://www.codechef.com/problems/MEDMAX
,
Infinite OR Game - LIKECS03,https://www.codechef.com/problems/LIKECS03
,
Minimise Difference - MINDIFF1,https://www.codechef.com/problems/MINDIFF1
,
Arranging the Inventory - INVENTRY,https://www.codechef.com/problems/INVENTRY
,
Matrix Game - ICL1801,https://www.codechef.com/problems/ICL1801
,
Insanely Hard School Exams - ACCBIP,https://www.codechef.com/problems/ACCBIP
,
(Challenge) Nanobots - NBOTS,https://www.codechef.com/problems/NBOTS
,
GukiZ and Candies - GUZAC,https://www.codechef.com/problems/GUZAC
,
Rainbow Graph - RAINBOW,https://www.codechef.com/problems/RAINBOW
,
Red-blue Trees - RBTREES,https://www.codechef.com/problems/RBTREES
,
Chef Goes Through Segments - GERALD03,https://www.codechef.com/problems/GERALD03
,
The Biggest Restaurant - BIGRES,https://www.codechef.com/problems/BIGRES
,
Chef Challenge - CHFCH,https://www.codechef.com/problems/CHFCH
,
Maximum Possible Sweetness - MAXSWT,https://www.codechef.com/problems/MAXSWT
,
D - Pilgrims Destination - PILGRIMS,https://www.codechef.com/problems/PILGRIMS
,
Chef and Escaping from the Labyrinth - L56LABY,https://www.codechef.com/problems/L56LABY
,
Churu and lost string - CLOST,https://www.codechef.com/problems/CLOST
,
Chef and Hills - CHILLS,https://www.codechef.com/problems/CHILLS
,
A lot of cars - CARLOT,https://www.codechef.com/problems/CARLOT
,
Maximum K Sums - KSUM,https://www.codechef.com/problems/KSUM
,
Strings and Graphs - STRINGRA,https://www.codechef.com/problems/STRINGRA
,
AS EASY AS ABC - EASYABC,https://www.codechef.com/problems/EASYABC
,
Save Energy - SVENGY,https://www.codechef.com/problems/SVENGY
,
Skiing - SKIING,https://www.codechef.com/problems/SKIING
,
Golomb Sequence - GOLOMB,https://www.codechef.com/problems/GOLOMB
,
Snakes and their Discussions - SNDISCUS,https://www.codechef.com/problems/SNDISCUS
,
Non-Decreasing Subsequence of size K - DECSUBK,https://www.codechef.com/problems/DECSUBK
,
Best Maximum Product - MMPROD,https://www.codechef.com/problems/MMPROD
,
Min Max Equality - MINMAXEQ,https://www.codechef.com/problems/MINMAXEQ
,
Charge Scheduling - CHARGE,https://www.codechef.com/problems/CHARGE
,
Shifting Spoons - SHSPOONS,https://www.codechef.com/problems/SHSPOONS
,
(Challenge) Dynamic Hull - DYNHUL,https://www.codechef.com/problems/DYNHUL
,
Mike and Task Packages - MIKE2,https://www.codechef.com/problems/MIKE2
,
Chota Mouse and his birthday cake - AMBDAY,https://www.codechef.com/problems/AMBDAY
,
Sort the Leaves - TREESORT,https://www.codechef.com/problems/TREESORT
,
Water Sort Puzzle (Challenge) - WTRSORT,https://www.codechef.com/problems/WTRSORT
,
Chef and cinema - CHCINEMA,https://www.codechef.com/problems/CHCINEMA
,
Chef and his study plans - SUBSEG2,https://www.codechef.com/problems/SUBSEG2
,
Kalakeya - AMR15C,https://www.codechef.com/problems/AMR15C
,
Longest Palindrome - AMLPALIN,https://www.codechef.com/problems/AMLPALIN
,
Secret Mission - SECRETMI,https://www.codechef.com/problems/SECRETMI
,
The Crofts Game - CROFT,https://www.codechef.com/problems/CROFT
,
Stingy Strings - ICL1802,https://www.codechef.com/problems/ICL1802
,
Flappy Bird - FLAPPYBD,https://www.codechef.com/problems/FLAPPYBD
,
Reign 2 - REIGN2,https://www.codechef.com/problems/REIGN2
,
SATYUG RAHASYA - RHSAT,https://www.codechef.com/problems/RHSAT
,
Minimum Longest Substring - MINSUB,https://www.codechef.com/problems/MINSUB
,
BOX INSIDE ANOTHER BOX - BOXINBOX,https://www.codechef.com/problems/BOXINBOX
,
Shooting - SHOOTING,https://www.codechef.com/problems/SHOOTING
,
Odd Not Odd - ONO,https://www.codechef.com/problems/ONO
,
Ingredients - CHEFSHOP,https://www.codechef.com/problems/CHEFSHOP
,
Run Direction - RUNDIR,https://www.codechef.com/problems/RUNDIR
,
CAN YOU HELP  - HLPSAM,https://www.codechef.com/problems/HLPSAM
,
Anjali and Tasty Treat - DWW19C,https://www.codechef.com/problems/DWW19C
,
Sharing is Caring! - COCR106,https://www.codechef.com/problems/COCR106
,
Chefland Masterchef - NBC003,https://www.codechef.com/problems/NBC003
,
Monika And Song - MRS,https://www.codechef.com/problems/MRS
,
Two Merchants - TWOMERCHANTS,https://www.codechef.com/problems/TWOMERCHANTS
,
Even Vs Odd - CHEFRTU,https://www.codechef.com/problems/CHEFRTU
,
Final Exams - HW2C,https://www.codechef.com/problems/HW2C
,
Abdullah and Toll Discounts - ABDTOLL,https://www.codechef.com/problems/ABDTOLL
,
Banana String - BANSTR,https://www.codechef.com/problems/BANSTR
,
BiCo Gaming Grid - BICO,https://www.codechef.com/problems/BICO
,
Defacing Score - DEFACING,https://www.codechef.com/problems/DEFACING
,
Insider Subsequences - INSIDER,https://www.codechef.com/problems/INSIDER
,
Profitable Paths 2 - PRT2,https://www.codechef.com/problems/PRT2
,
Warriors - WARRIORS,https://www.codechef.com/problems/WARRIORS
,
Do Not Touch the MEX!!! - CONSTMEX,https://www.codechef.com/problems/CONSTMEX
,
Hotel Balifornia 2 - HOB2,https://www.codechef.com/problems/HOB2
,
Two-lane Road - TWOLANE,https://www.codechef.com/problems/TWOLANE
,
Nice SubSegments - SUBSGM,https://www.codechef.com/problems/SUBSGM
,
Partition into Permutations - PERMPART,https://www.codechef.com/problems/PERMPART
,
Icing on cake - IOC,https://www.codechef.com/problems/IOC
,
Spectacular Activity Selection - SPECTAC,https://www.codechef.com/problems/SPECTAC
,
Functional Array - FUNARR,https://www.codechef.com/problems/FUNARR
,
GukiZ Has More Candies - GHMC,https://www.codechef.com/problems/GHMC
,
Changing Money - KAN13G,https://www.codechef.com/problems/KAN13G
,
Mathology - MATHOLOGY,https://www.codechef.com/problems/MATHOLOGY
,
Subsequence LCS - SUBLCS,https://www.codechef.com/problems/SUBLCS
,
Max Toys - MARTO,https://www.codechef.com/problems/MARTO
,
Frequency Function - FREQFUN,https://www.codechef.com/problems/FREQFUN
,
Niceness of a tree - NICENESS,https://www.codechef.com/problems/NICENESS
,
Sereja and Pairs - SEAPAIR,https://www.codechef.com/problems/SEAPAIR
,
E - Minimum Operation - OPERATE,https://www.codechef.com/problems/OPERATE
,
Hack Fulu - HACKFU,https://www.codechef.com/problems/HACKFU
,
Sereja and Subsegment Increasings - SEINC,https://www.codechef.com/problems/SEINC
,
